DayNum,NumOT,OppAst,OppBlk,OppDR,OppFGA,OppFGA3,OppFGM,OppFGM3,OppFTA,OppFTM,OppLoc,OppOR,OppPF,OppScore,OppStl,OppTO,OppTeamID,Season,TeamAst,TeamBlk,TeamDR,TeamFGA,TeamFGA3,TeamFGM,TeamFGM3,TeamFTA,TeamFTM,TeamLoc,TeamOR,TeamPF,TeamScore,TeamStl,TeamTO,TeamTeamID,Won
137,0,10,1,18,42,16,21,5,17,11,N,7,15,58,5,11,1301,2006,9,1,17,47,16,20,5,10,7,N,9,18,52,7,13,1143,0
137,0,5,2,16,65,27,25,7,12,8,N,17,19,65,9,13,1293,2006,15,3,25,48,18,22,5,25,20,N,12,12,69,10,17,1314,1
137,0,15,3,25,48,18,22,5,25,20,N,12,12,69,10,17,1314,2006,5,2,16,65,27,25,7,12,8,N,17,19,65,9,13,1293,0
137,0,10,5,27,41,18,18,6,26,21,N,9,17,63,4,19,1234,2006,17,4,17,60,23,23,9,14,9,N,14,21,64,9,11,1322,1
137,0,17,4,17,60,23,23,9,14,9,N,14,21,64,9,11,1322,2006,10,5,27,41,18,18,6,26,21,N,9,17,63,4,19,1234,0
137,0,13,3,30,68,22,26,5,7,5,N,14,20,62,1,9,1172,2006,10,4,28,65,22,26,5,23,13,N,15,13,70,2,4,1326,1
137,0,10,4,28,65,22,26,5,23,13,N,15,13,70,2,4,1326,2006,13,3,30,68,22,26,5,7,5,N,14,20,62,1,9,1172,0
137,0,12,1,15,59,22,23,9,13,9,N,14,19,64,6,10,1245,2006,18,7,24,46,14,31,6,15,11,N,4,13,79,4,12,1338,1
137,0,18,7,24,46,14,31,6,15,11,N,4,13,79,4,12,1338,2006,12,1,15,59,22,23,9,13,9,N,14,19,64,6,10,1245,0
137,0,10,1,10,53,27,17,10,13,8,N,11,20,52,4,8,1335,2006,7,6,28,45,10,18,2,26,22,N,14,14,60,4,11,1400,1
137,0,7,6,28,45,10,18,2,26,22,N,14,14,60,4,11,1400,2006,10,1,10,53,27,17,10,13,8,N,11,20,52,4,8,1335,0
137,0,12,3,25,41,17,14,4,17,13,N,6,17,45,7,18,1284,2006,7,1,25,52,25,16,7,23,19,N,15,17,58,13,13,1437,1
137,0,7,1,25,52,25,16,7,23,19,N,15,17,58,13,13,1437,2006,12,3,25,41,17,14,4,17,13,N,6,17,45,7,18,1284,0
137,0,12,2,20,47,13,20,4,4,2,N,6,14,46,7,15,1356,2006,15,3,22,50,32,22,11,11,9,N,9,10,64,8,11,1452,1
137,0,15,3,22,50,32,22,11,11,9,N,9,10,64,8,11,1452,2006,12,2,20,47,13,20,4,4,2,N,6,14,46,7,15,1356,0
138,0,19,3,23,55,20,20,7,11,9,N,6,13,56,3,7,1285,2006,16,9,29,63,17,27,8,9,7,N,15,11,69,2,8,1130,1
138,0,16,9,29,63,17,27,8,9,7,N,15,11,69,2,8,1130,2006,19,3,23,55,20,20,7,11,9,N,6,13,56,3,7,1285,0
138,0,10,3,20,68,18,21,5,19,14,N,19,29,61,8,14,1203,2006,12,10,30,44,16,21,6,37,26,N,9,15,74,4,18,1181,1
138,0,12,10,30,44,16,21,6,37,26,N,9,15,74,4,18,1181,2006,10,3,20,68,18,21,5,19,14,N,19,29,61,8,14,1203,0
138,0,10,3,19,61,20,22,7,17,9,N,14,18,60,6,11,1454,2006,17,7,31,56,20,30,8,19,14,N,10,19,82,6,10,1196,1
138,0,17,7,31,56,20,30,8,19,14,N,10,19,82,6,10,1196,2006,10,3,19,61,20,22,7,17,9,N,14,18,60,6,11,1454,0
138,0,18,3,24,69,36,31,16,6,2,N,14,29,80,2,13,1231,2006,13,2,27,61,11,28,2,41,32,N,14,14,90,9,7,1211,1
138,0,13,2,27,61,11,28,2,41,32,N,14,14,90,9,7,1211,2006,18,3,24,69,36,31,16,6,2,N,14,29,80,2,13,1231,0
138,0,9,3,26,53,13,22,6,12,7,N,10,22,57,7,17,1401,2006,5,6,23,54,12,19,2,23,18,N,12,12,58,4,13,1261,1
138,0,5,6,23,54,12,19,2,23,18,N,12,12,58,4,13,1261,2006,9,3,26,53,13,22,6,12,7,N,10,22,57,7,17,1401,0
138,0,10,3,20,39,11,19,2,25,19,N,10,15,59,7,15,1104,2006,17,4,14,47,25,24,9,13,5,N,7,20,62,5,11,1417,1
138,0,17,4,14,47,25,24,9,13,5,N,7,20,62,5,11,1417,2006,10,3,20,39,11,19,2,25,19,N,10,15,59,7,15,1104,0
138,0,15,0,25,63,18,25,5,11,9,N,10,28,64,4,12,1228,2006,8,5,27,45,15,17,5,39,28,N,8,17,67,5,11,1449,1
138,0,8,5,27,45,15,17,5,39,28,N,8,17,67,5,11,1449,2006,15,0,25,63,18,25,5,11,9,N,10,28,64,4,12,1228,0
138,0,15,7,20,67,29,27,10,13,9,N,18,20,73,9,10,1397,2006,16,2,25,48,15,24,9,29,23,N,9,12,80,3,13,1455,1
138,0,16,2,25,48,15,24,9,29,23,N,9,12,80,3,13,1455,2006,15,7,20,67,29,27,10,13,9,N,18,20,73,9,10,1397,0
139,0,11,2,26,61,20,25,6,11,10,N,12,23,66,2,14,1338,2006,14,2,24,59,6,22,2,32,26,N,16,16,72,8,8,1133,1
139,0,14,2,24,59,6,22,2,32,26,N,16,16,72,8,8,1133,2006,11,2,26,61,20,25,6,11,10,N,12,23,66,2,14,1338,0
139,0,15,1,23,62,24,29,8,18,17,N,11,21,83,7,14,1246,2006,16,1,22,62,13,31,4,30,21,N,13,16,87,7,12,1163,1
139,0,16,1,22,62,13,31,4,30,21,N,13,16,87,7,12,1163,2006,15,1,23,62,24,29,8,18,17,N,11,21,83,7,14,1246,0
139,0,16,10,27,64,30,23,10,4,4,N,13,15,60,3,13,1314,2006,14,2,27,58,16,23,4,19,15,N,11,8,65,7,8,1206,1
139,0,14,2,27,58,16,23,4,19,15,N,11,8,65,7,8,1206,2006,16,10,27,64,30,23,10,4,4,N,13,15,60,3,13,1314,0
139,0,10,4,21,47,16,19,5,9,9,N,3,14,52,4,11,1326,2006,18,5,25,58,14,27,6,12,10,N,12,10,70,6,8,1207,1
139,0,18,5,25,58,14,27,6,12,10,N,12,10,70,6,8,1207,2006,10,4,21,47,16,19,5,9,9,N,3,14,52,4,11,1326,0
139,0,8,0,22,41,12,15,2,29,24,N,11,20,56,4,19,1137,2006,15,2,18,48,16,23,7,26,19,N,7,20,72,10,9,1272,1
139,0,15,2,18,48,16,23,7,26,19,N,7,20,72,10,9,1272,2006,8,0,22,41,12,15,2,29,24,N,11,20,56,4,19,1137,0
139,0,10,3,22,56,22,22,3,12,7,N,6,17,54,7,13,1301,2006,17,3,29,56,19,26,8,19,15,N,9,14,75,8,10,1400,1
139,0,17,3,29,56,19,26,8,19,15,N,9,14,75,8,10,1400,2006,10,3,22,56,22,22,3,12,7,N,6,17,54,7,13,1301,0
139,0,15,2,14,65,17,28,5,20,17,N,20,19,78,7,10,1112,2006,13,4,19,52,19,28,9,20,17,N,12,19,82,6,13,1437,1
139,0,13,4,19,52,19,28,9,20,17,N,12,19,82,6,13,1437,2006,15,2,14,65,17,28,5,20,17,N,20,19,78,7,10,1112,0
139,0,13,3,24,55,20,21,6,11,6,N,17,24,54,7,24,1322,2006,11,2,20,46,22,18,7,33,24,N,8,15,67,13,14,1452,1
139,0,11,2,20,46,22,18,7,33,24,N,8,15,67,13,14,1452,2006,13,3,24,55,20,21,6,11,6,N,17,24,54,7,24,1322,0
143,0,12,5,27,65,26,18,5,16,13,N,17,18,54,9,16,1181,2006,14,9,29,61,7,24,2,23,12,N,16,16,62,7,15,1261,1
143,0,14,9,29,61,7,24,2,23,12,N,16,16,62,7,15,1261,2006,12,5,27,65,26,18,5,16,13,N,17,18,54,9,16,1181,0
143,0,6,3,21,60,16,20,5,27,19,N,14,18,64,4,17,1133,2006,11,7,30,60,15,31,6,18,12,N,11,18,80,10,13,1272,1
143,0,11,7,30,60,15,31,6,18,12,N,11,18,80,10,13,1272,2006,6,3,21,60,16,20,5,27,19,N,14,18,64,4,17,1133,0
143,0,19,1,13,55,33,25,15,8,6,N,3,14,71,3,8,1452,2006,19,1,28,58,19,28,4,20,14,N,17,12,74,8,13,1400,1
143,0,19,1,28,58,19,28,4,20,14,N,17,12,74,8,13,1400,2006,19,1,13,55,33,25,15,8,6,N,3,14,71,3,8,1452,0
143,0,14,4,26,51,10,24,3,26,20,N,11,22,71,3,17,1211,2006,12,4,20,57,21,23,6,30,21,N,12,22,73,5,10,1417,1
143,0,12,4,20,57,21,23,6,30,21,N,12,22,73,5,10,1417,2006,14,4,26,51,10,24,3,26,20,N,11,22,71,3,17,1211,0
144,1,9,3,21,80,20,34,6,23,18,N,17,33,92,19,17,1449,2006,15,5,32,51,19,27,10,47,34,N,10,20,98,7,26,1163,1
144,1,15,5,32,51,19,27,10,47,34,N,10,20,98,7,26,1163,2006,9,3,21,80,20,34,6,23,18,N,17,33,92,19,17,1449,0
144,0,15,4,19,54,21,21,5,8,6,N,13,16,53,8,12,1207,2006,7,8,22,45,13,19,5,17,14,N,9,14,57,4,12,1196,1
144,0,7,8,22,45,13,19,5,17,14,N,9,14,57,4,12,1196,2006,15,4,19,54,21,21,5,8,6,N,13,16,53,8,12,1207,0
144,0,8,1,26,64,24,20,3,17,12,N,17,21,55,4,9,1455,2006,12,5,30,44,16,20,8,23,15,N,2,16,63,5,9,1206,1
144,0,12,5,30,44,16,20,8,23,15,N,2,16,63,5,9,1206,2006,8,1,26,64,24,20,3,17,12,N,17,21,55,4,9,1455,0
144,1,18,6,28,49,19,23,5,17,8,N,11,21,59,5,21,1130,2006,9,2,21,60,19,21,4,20,14,N,15,21,60,11,11,1437,1
144,1,9,2,21,60,19,21,4,20,14,N,15,21,60,11,11,1437,2006,18,6,28,49,19,23,5,17,8,N,11,21,59,5,21,1130,0
145,1,14,7,31,69,29,21,10,11,8,N,14,16,60,7,12,1400,2006,18,7,33,66,18,28,3,16,11,N,9,13,70,8,10,1261,1
145,1,18,7,33,66,18,28,3,16,11,N,9,13,70,8,10,1261,2006,14,7,31,69,29,21,10,11,8,N,14,16,60,7,12,1400,0
145,0,5,1,25,54,17,17,2,15,9,N,16,29,45,8,18,1272,2006,7,2,23,40,8,14,2,39,20,N,13,14,50,4,17,1417,1
145,0,7,2,23,40,8,14,2,39,20,N,13,14,50,4,17,1417,2006,5,1,25,54,17,17,2,15,9,N,16,29,45,8,18,1272,0
146,0,8,6,14,73,23,18,4,27,22,N,26,24,62,6,6,1437,2006,14,8,34,54,17,22,4,31,27,N,19,22,75,2,16,1196,1
146,0,14,8,34,54,17,22,4,31,27,N,19,22,75,2,16,1196,2006,8,6,14,73,23,18,4,27,22,N,26,24,62,6,6,1437,0
146,1,15,7,20,66,22,31,7,19,15,N,14,20,84,6,9,1163,2006,13,2,22,60,18,30,9,25,17,N,15,17,86,6,11,1206,1
146,1,13,2,22,60,18,30,9,25,17,N,15,17,86,6,11,1206,2006,15,7,20,66,22,31,7,19,15,N,14,20,84,6,9,1163,0
152,0,6,2,16,56,11,23,2,14,10,N,11,15,58,8,11,1206,2006,8,4,24,53,25,23,12,19,15,N,16,12,73,5,15,1196,1
152,0,8,4,24,53,25,23,12,19,15,N,16,12,73,5,15,1196,2006,6,2,16,56,11,23,2,14,10,N,11,15,58,8,11,1206,0
152,0,4,7,19,50,6,16,0,28,13,N,14,18,45,9,15,1261,2006,10,5,27,51,18,21,5,17,12,N,15,24,59,10,17,1417,1
152,0,10,5,27,51,18,21,5,17,12,N,15,24,59,10,17,1417,2006,4,7,19,50,6,16,0,28,13,N,14,18,45,9,15,1261,0
154,0,11,1,26,61,17,22,3,14,10,N,14,22,57,3,12,1417,2006,21,10,26,58,19,26,6,20,15,N,9,13,73,7,6,1196,1
154,0,21,10,26,58,19,26,6,20,15,N,9,13,73,7,6,1196,2006,11,1,26,61,17,22,3,14,10,N,14,22,57,3,12,1417,0
134,0,13,3,27,64,17,29,4,18,7,N,15,26,69,6,13,1197,2007,10,2,25,62,27,24,8,28,21,N,17,17,77,5,11,1310,1
134,0,10,2,25,62,27,24,8,28,21,N,17,17,77,5,11,1310,2007,13,3,27,64,17,29,4,18,7,N,15,26,69,6,13,1197,0
136,0,11,0,16,65,17,30,7,9,8,N,11,15,75,4,6,1403,2007,16,9,24,57,20,30,8,20,16,N,11,10,84,3,8,1130,1
136,0,16,9,24,57,20,30,8,20,16,N,11,10,84,3,8,1130,2007,11,0,16,65,17,30,7,9,8,N,11,15,75,4,6,1403,0
136,0,4,4,22,55,20,18,4,7,6,N,12,21,46,8,11,1330,2007,11,3,26,46,24,19,9,16,10,N,9,15,57,6,11,1139,1
136,0,11,3,26,46,24,19,9,16,10,N,9,15,57,6,11,1139,2007,4,4,22,55,20,18,4,7,6,N,12,21,46,8,11,1330,0
136,0,10,1,15,56,26,20,6,17,9,N,15,16,55,6,12,1125,2007,17,4,27,53,16,29,7,20,15,N,12,16,80,9,12,1207,1
136,0,17,4,27,53,16,29,7,20,15,N,12,16,80,9,12,1207,2007,10,1,15,56,26,20,6,17,9,N,15,16,55,6,12,1125,0
136,0,14,5,24,56,19,19,7,16,12,N,6,17,57,6,10,1211,2007,15,2,33,58,25,23,9,16,15,N,12,14,70,3,13,1231,1
136,0,15,2,33,58,25,23,9,16,15,N,12,14,70,3,13,1231,2007,14,5,24,56,19,19,7,16,12,N,6,17,57,6,10,1211,0
136,0,10,1,20,51,12,21,3,27,13,N,17,22,58,2,21,1390,2007,12,1,18,51,17,25,7,28,21,N,8,25,78,11,13,1257,1
136,0,12,1,18,51,17,25,7,28,21,N,8,25,78,11,13,1257,2007,10,1,20,51,12,21,3,27,13,N,17,22,58,2,21,1390,0
136,0,17,2,22,70,37,24,10,14,12,N,13,17,70,13,17,1172,2007,19,4,35,68,17,31,6,19,14,N,19,15,82,8,22,1268,1
136,0,19,4,35,68,17,31,6,19,14,N,19,15,82,8,22,1268,2007,17,2,22,70,37,24,10,14,12,N,13,17,70,13,17,1172,0
136,0,7,4,17,47,29,15,10,15,9,N,12,19,49,6,15,1266,2007,17,3,24,41,10,22,4,15,13,N,4,18,61,6,15,1277,1
136,0,17,3,24,41,10,22,4,15,13,N,4,18,61,6,15,1277,2007,7,4,17,47,29,15,10,15,9,N,12,19,49,6,15,1266,0
136,0,14,1,10,59,22,28,6,6,3,N,6,13,65,12,16,1184,2007,24,6,27,57,13,37,6,11,6,N,11,8,86,7,22,1314,1
136,0,24,6,27,57,13,37,6,11,6,N,11,8,86,7,22,1314,2007,14,1,10,59,22,28,6,6,3,N,6,13,65,12,16,1184,0
136,0,8,3,21,53,26,19,10,10,9,N,6,12,57,4,12,1148,2007,14,2,26,54,20,28,11,18,11,N,9,5,78,5,10,1326,1
136,0,14,2,26,54,20,28,11,18,11,N,9,5,78,5,10,1326,2007,8,3,21,53,26,19,10,10,9,N,6,12,57,4,12,1148,0
136,0,12,1,17,69,20,23,5,12,7,N,13,15,58,9,8,1460,2007,21,7,36,55,21,30,10,14,9,N,8,12,79,3,17,1338,1
136,0,21,7,36,55,21,30,10,14,9,N,8,12,79,3,17,1338,2007,12,1,17,69,20,23,5,12,7,N,13,15,58,9,8,1460,0
136,0,8,1,19,58,20,21,4,8,6,N,8,19,52,2,10,1335,2007,10,5,29,51,13,24,5,27,15,N,11,13,68,4,8,1401,1
136,0,10,5,29,51,13,24,5,27,15,N,11,13,68,4,8,1401,2007,8,1,19,58,20,21,4,8,6,N,8,19,52,2,10,1335,0
136,0,8,3,19,38,6,13,1,22,15,N,6,13,42,5,17,1451,2007,18,5,22,58,19,27,10,9,6,N,13,18,70,6,13,1417,1
136,0,18,5,22,58,19,27,10,9,6,N,13,18,70,6,13,1417,2007,8,3,19,38,6,13,1,22,15,N,6,13,42,5,17,1451,0
136,0,11,6,24,58,11,27,3,32,20,N,18,19,77,5,17,1181,2007,14,1,17,61,16,26,9,24,18,N,14,26,79,13,11,1433,1
136,0,14,1,17,61,16,26,9,24,18,N,14,26,79,13,11,1433,2007,11,6,24,58,11,27,3,32,20,N,18,19,77,5,17,1181,0
136,0,6,5,22,48,14,13,3,25,15,N,14,16,44,3,20,1203,2007,22,3,26,61,31,26,12,16,13,N,15,22,77,6,11,1435,1
136,0,22,3,26,61,31,26,12,16,13,N,15,22,77,6,11,1435,2007,6,5,22,48,14,13,3,25,15,N,14,16,44,3,20,1203,0
136,0,11,4,20,53,21,19,6,16,10,N,14,13,54,3,12,1331,2007,12,8,25,57,13,27,5,12,11,N,11,16,70,3,6,1450,1
136,0,12,8,25,57,13,27,5,12,11,N,11,16,70,3,6,1450,2007,11,4,20,53,21,19,6,16,10,N,14,13,54,3,12,1331,0
136,0,10,2,21,67,19,29,9,13,10,N,15,23,77,2,10,1140,2007,12,4,24,56,17,24,8,29,23,N,13,19,79,3,10,1462,1
136,0,12,4,24,56,17,24,8,29,23,N,13,19,79,3,10,1462,2007,10,2,21,67,19,29,9,13,10,N,15,23,77,2,10,1140,0
137,0,10,1,12,69,22,25,6,14,13,N,7,20,69,8,8,1238,2007,27,6,38,73,28,43,10,27,16,N,24,13,112,5,12,1196,1
137,0,27,6,38,73,28,43,10,27,16,N,24,13,112,5,12,1196,2007,10,1,12,69,22,25,6,14,13,N,7,20,69,8,8,1238,0
137,0,9,1,27,66,19,21,2,34,23,N,16,17,67,12,21,1310,2007,29,7,37,74,22,40,13,26,14,N,13,26,107,14,12,1242,1
137,0,29,7,37,74,22,40,13,26,14,N,13,26,107,14,12,1242,2007,9,1,27,66,19,21,2,34,23,N,16,17,67,12,21,1310,0
137,0,8,2,20,55,21,18,7,20,15,N,10,22,58,5,8,1437,2007,12,5,27,44,19,20,5,31,22,N,10,18,67,5,11,1246,1
137,0,12,5,27,44,19,20,5,31,22,N,10,18,67,5,11,1246,2007,8,2,20,55,21,18,7,20,15,N,10,22,58,5,8,1437,0
137,0,12,5,23,53,10,19,4,22,16,N,11,25,58,6,19,1317,2007,12,8,25,62,16,25,4,27,19,N,20,19,73,6,16,1272,1
137,0,12,8,25,62,16,25,4,27,19,N,20,19,73,6,16,1272,2007,12,5,23,53,10,19,4,22,16,N,11,25,58,6,19,1317,0
137,1,12,1,20,71,19,30,3,12,8,N,11,17,71,10,6,1166,2007,16,9,33,62,20,28,7,17,14,N,15,16,77,2,19,1305,1
137,1,16,9,33,62,20,28,7,17,14,N,15,16,77,2,19,1305,2007,12,1,20,71,19,30,3,12,8,N,11,17,71,10,6,1166,0
137,0,10,4,21,44,20,21,7,10,7,N,3,15,56,1,7,1275,2007,10,1,20,44,16,19,5,17,15,N,4,12,58,3,5,1332,1
137,0,10,1,20,44,16,19,5,17,15,N,4,12,58,3,5,1332,2007,10,4,21,44,20,21,7,10,7,N,3,15,56,1,7,1275,0
137,0,16,6,23,51,15,21,4,18,17,N,9,23,63,6,17,1112,2007,10,1,20,63,17,24,5,29,19,N,19,18,72,12,8,1345,1
137,0,10,1,20,63,17,24,5,29,19,N,19,18,72,12,8,1345,2007,16,6,23,51,15,21,4,18,17,N,9,23,63,6,17,1112,0
137,0,10,0,19,42,11,14,1,31,22,N,11,23,51,9,20,1221,2007,11,3,19,41,12,18,2,30,23,N,9,21,61,9,18,1356,1
137,0,11,3,19,41,12,18,2,30,23,N,9,21,61,9,18,1356,2007,10,0,19,42,11,14,1,31,22,N,11,23,51,9,20,1221,0
137,0,11,3,19,65,21,32,12,14,10,N,9,23,86,2,13,1253,2007,25,4,27,73,27,43,14,30,21,N,16,20,121,11,6,1397,1
137,0,25,4,27,73,27,43,14,30,21,N,16,20,121,11,6,1397,2007,11,3,19,65,21,32,12,14,10,N,9,23,86,2,13,1253,0
137,0,14,0,18,62,25,25,7,12,10,N,16,22,67,5,17,1308,2007,11,4,21,51,16,25,4,26,25,N,9,14,79,8,15,1400,1
137,0,11,4,21,51,16,25,4,26,25,N,9,14,79,8,15,1400,2007,14,0,18,62,25,25,7,12,10,N,16,22,67,5,17,1308,0
137,0,11,4,20,61,11,25,3,17,10,N,21,23,63,6,11,1210,2007,15,5,20,60,30,19,8,27,21,N,24,20,67,5,9,1424,1
137,0,15,5,20,60,30,19,8,27,21,N,24,20,67,5,9,1424,2007,11,4,20,61,11,25,3,17,10,N,21,23,63,6,11,1210,0
137,0,5,3,16,57,20,21,3,20,15,N,10,20,60,5,11,1116,2007,10,5,30,50,13,25,4,25,23,N,9,18,77,8,12,1425,1
137,0,10,5,30,50,13,25,4,25,23,N,9,18,77,8,12,1425,2007,5,3,16,57,20,21,3,20,15,N,10,20,60,5,11,1116,0
137,0,16,4,13,58,26,22,8,7,5,N,12,19,57,2,9,1107,2007,16,5,26,56,17,30,9,18,15,N,15,14,84,3,8,1438,1
137,0,16,5,26,56,17,30,9,18,15,N,15,14,84,3,8,1438,2007,16,4,13,58,26,22,8,7,5,N,12,19,57,2,9,1107,0
137,0,12,1,28,45,17,19,6,15,8,N,9,22,52,3,21,1228,2007,11,4,18,42,14,15,6,28,18,N,4,12,54,11,9,1439,1
137,0,11,4,18,42,14,15,6,28,18,N,4,12,54,11,9,1439,2007,12,1,28,45,17,19,6,15,8,N,9,22,52,3,21,1228,0
137,0,10,2,29,67,22,28,4,13,4,N,12,22,64,10,13,1323,2007,20,6,33,62,21,28,8,19,10,N,10,16,74,5,13,1457,1
137,0,20,6,33,62,21,28,8,19,10,N,10,16,74,5,13,1457,2007,10,2,29,67,22,28,4,13,4,N,12,22,64,10,13,1323,0
137,0,16,5,27,46,12,20,6,25,17,N,7,26,63,5,17,1394,2007,13,4,23,55,20,22,7,30,25,N,11,21,76,8,10,1458,1
137,0,13,4,23,55,20,22,7,30,25,N,11,21,76,8,10,1458,2007,16,5,27,46,12,20,6,25,17,N,7,26,63,5,17,1394,0
138,0,13,8,23,49,11,23,6,15,7,N,14,13,59,4,17,1268,2007,14,0,15,52,26,23,12,6,4,N,8,15,62,10,12,1139,1
138,0,14,0,15,52,26,23,12,6,4,N,8,15,62,10,12,1139,2007,13,8,23,49,11,23,6,15,7,N,14,13,59,4,17,1268,0
138,0,9,3,17,55,21,21,6,11,7,N,16,17,55,6,9,1130,2007,12,7,21,52,16,22,4,19,14,N,17,14,62,6,10,1207,1
138,0,12,7,21,52,16,22,4,19,14,N,17,14,62,6,10,1207,2007,9,3,17,55,21,21,6,11,7,N,16,17,55,6,9,1130,0
138,0,15,0,18,59,20,22,8,17,15,N,11,27,67,5,10,1277,2007,12,3,26,52,16,25,6,34,25,N,14,17,81,6,10,1314,1
138,0,12,3,26,52,16,25,6,34,25,N,14,17,81,6,10,1314,2007,15,0,18,59,20,22,8,17,15,N,11,27,67,5,10,1277,0
138,1,13,2,23,61,23,26,8,16,11,N,5,21,71,4,9,1462,2007,10,6,33,63,21,26,9,20,17,N,12,19,78,5,14,1326,1
138,1,10,6,33,63,21,26,9,20,17,N,12,19,78,5,14,1326,2007,13,2,23,61,23,26,8,16,11,N,5,21,71,4,9,1462,0
138,1,13,3,19,71,23,29,7,17,14,N,15,22,79,9,7,1433,2007,20,6,28,57,12,31,6,27,16,N,14,17,84,5,16,1338,1
138,1,20,6,28,57,12,31,6,27,16,N,14,17,84,5,16,1338,2007,13,3,19,71,23,29,7,17,14,N,15,22,79,9,7,1433,0
138,0,5,7,22,45,18,20,5,31,24,N,8,28,69,3,14,1257,2007,9,1,19,41,8,19,5,39,29,N,6,23,72,6,11,1401,1
138,0,9,1,19,41,8,19,5,39,29,N,6,23,72,6,11,1401,2007,5,7,22,45,18,20,5,31,24,N,8,28,69,3,14,1257,0
138,0,8,4,25,52,16,17,5,21,10,N,13,19,49,4,12,1231,2007,10,2,29,47,9,17,2,24,18,N,9,19,54,6,10,1417,1
138,0,10,2,29,47,9,17,2,24,18,N,9,19,54,6,10,1417,2007,8,4,25,52,16,17,5,21,10,N,13,19,49,4,12,1231,0
138,2,16,4,27,60,19,27,7,17,13,N,9,16,74,10,19,1450,2007,13,2,28,63,27,27,10,18,14,N,11,17,78,12,17,1435,1
138,2,13,2,28,63,27,27,10,18,14,N,11,17,78,12,17,1435,2007,16,4,27,60,19,27,7,17,13,N,9,16,74,10,19,1450,0
139,0,15,1,17,59,17,28,5,13,6,N,11,23,67,12,12,1345,2007,11,4,24,42,18,21,5,31,27,N,7,14,74,7,15,1196,1
139,0,11,4,24,42,18,21,5,31,27,N,7,14,74,7,15,1196,2007,15,1,17,59,17,28,5,13,6,N,11,23,67,12,12,1345,0
139,0,17,2,17,58,26,24,10,23,18,N,15,22,76,5,12,1246,2007,19,5,21,53,16,30,10,23,18,N,9,21,88,7,11,1242,1
139,0,19,5,21,53,16,30,10,23,18,N,9,21,88,7,11,1242,2007,17,2,17,58,26,24,10,23,18,N,15,22,76,5,12,1246,0
139,0,16,5,20,57,21,21,5,17,15,N,10,22,62,5,14,1305,2007,10,5,24,59,17,23,6,34,26,N,16,16,78,7,10,1272,1
139,0,10,5,24,59,17,23,6,34,26,N,16,16,78,7,10,1272,2007,16,5,20,57,21,21,5,17,15,N,10,22,62,5,14,1305,0
139,0,13,3,20,61,31,24,8,8,5,N,18,14,61,4,15,1457,2007,8,0,21,56,23,27,11,12,10,N,10,13,75,4,10,1332,1
139,0,8,0,21,56,23,27,11,12,10,N,10,13,75,4,10,1332,2007,13,3,20,61,31,24,8,8,5,N,18,14,61,4,15,1457,0
139,0,3,2,24,46,13,19,2,16,8,N,5,21,48,3,11,1439,2007,11,3,24,43,21,19,12,23,13,N,6,19,63,5,9,1356,1
139,0,11,3,24,43,21,19,12,23,13,N,6,19,63,5,9,1356,2007,3,2,24,46,13,19,2,16,8,N,5,21,48,3,11,1439,0
139,0,5,5,23,48,26,18,7,36,31,N,6,26,74,5,12,1438,2007,12,0,27,54,26,22,11,32,22,N,12,25,77,7,16,1397,1
139,0,12,0,27,54,26,22,11,32,22,N,12,25,77,7,16,1397,2007,5,5,23,48,26,18,7,36,31,N,6,26,74,5,12,1438,0
139,0,14,1,24,51,21,21,5,27,21,N,7,21,68,6,8,1458,2007,12,2,27,52,20,24,10,20,16,N,6,22,74,3,9,1424,1
139,0,12,2,27,52,20,24,10,20,16,N,6,22,74,3,9,1424,2007,14,1,24,51,21,21,5,27,21,N,7,21,68,6,8,1458,0
139,0,10,3,24,64,28,24,7,16,13,N,11,27,68,3,14,1400,2007,13,2,30,59,16,27,6,38,27,N,13,16,87,6,10,1425,1
139,0,13,2,30,59,16,27,6,38,27,N,13,16,87,6,10,1425,2007,10,3,24,64,28,24,7,16,13,N,11,27,68,3,14,1400,0
143,0,9,2,14,57,25,21,6,14,10,N,17,21,58,6,15,1356,2007,16,1,20,42,6,25,1,19,10,N,6,16,61,9,19,1242,1
143,0,16,1,20,42,6,25,1,19,10,N,6,16,61,9,19,1242,2007,9,2,14,57,25,21,6,14,10,N,17,21,58,6,15,1356,0
143,0,14,0,24,59,10,28,3,10,5,N,12,20,64,4,8,1401,2007,8,6,20,54,17,23,5,21,14,N,11,15,65,2,8,1272,1
143,0,8,6,20,54,17,23,5,21,14,N,11,15,65,2,8,1272,2007,14,0,24,59,10,28,3,10,5,N,12,20,64,4,8,1401,0
143,0,14,1,24,62,31,30,16,17,8,N,10,24,84,4,7,1397,2007,13,5,25,51,22,27,8,35,23,N,8,17,85,3,8,1326,1
143,0,13,5,25,51,22,27,8,35,23,N,8,17,85,3,8,1326,2007,14,1,24,62,31,30,16,17,8,N,10,24,84,4,7,1397,0
143,0,13,2,19,55,16,20,7,14,8,N,8,23,55,5,10,1338,2007,10,2,27,42,13,18,5,26,23,N,6,18,64,1,14,1417,1
143,0,10,2,27,42,13,18,5,26,23,N,6,18,64,1,14,1417,2007,13,2,19,55,16,20,7,14,8,N,8,23,55,5,10,1338,0
